temperature,humidity,rainfall,N,P,K
-0.9253137728876379,-2.361714952114442,-0.46217368456189145,37,66,85
-1.166448724212518,-2.4189580492995018,-0.3254911133442081,49,71,76
-1.291208092378506,-2.408680963698,-0.6198363513303378,59,69,80
-1.3957968055326975,-2.4914404309854947,-0.4939040879055202,20,79,77
-1.4650991334143921,-2.4290871975800155,-0.41537433263789403,24,56,85
-1.328906429167458,-2.5377554931980573,-0.4250056596906734,51,72,75
-1.4070112500319314,-2.550036551074772,-0.209618963678258,57,73,85
-1.2101496000728715,-2.439902215879048,-0.2902951531180195,22,64,82
-1.6510395440847123,-2.3690610282522235,-0.17218361820770622,52,73,79
-1.1835980350139734,-2.370615832019545,-0.27308838611354425,29,75,75
-0.9759770567182148,-2.319442328301399,-0.3399747115706425,44,59,78
-1.104656025354245,-2.4641470011595428,-0.6276281242703672,41,69,82
-1.0859048392679636,-2.5625649903066123,-0.2690277147266118,52,56,85
-0.9796010460982283,-2.499513715489919,-0.6956942442900395,34,76,80
-1.2558746778893888,-2.5698369135866828,-0.6858243736731351,42,74,83
-1.5186744894882622,-2.4990418413055644,-0.5246056502703531,34,71,79
-1.2747134296945986,-2.49999528383903,-0.37793517669170884,27,73,79
-1.0561418358864205,-2.3142354382247348,-0.6154993495720776,30,70,79
-1.683957973041803,-2.3914350989588185,-0.2946390498406665,57,57,75
-1.688945392921715,-2.4233856795715516,-0.5931680377404814,27,79,82
-0.985377331754562,-2.5626635726571827,-0.20742863560046476,32,71,85
-0.946430886686465,-2.4094437396487343,-0.4414990893496471,31,76,82
-1.215609121466813,-2.370009851478895,-0.6306131320737058,33,75,84
-1.6658958047807102,-2.473313113376413,-0.5571568377456745,47,80,77
-1.6053274378699234,-2.475036678184742,-0.43690381971538816,54,62,80
-1.606347313512906,-2.5482846652704274,-0.697959292779308,47,79,78
-1.2114484253987603,-2.427648912928852,-0.41795707691687795,35,57,83
-1.165932386514432,-2.398388017817586,-0.5426954864944735,53,73,77
-1.2107916262115792,-2.489779338235746,-0.39921504403673663,45,61,78
-1.118713354295078,-2.5453111938555595,-0.2690396415499235,37,78,79
-1.2243411308704133,-2.4564296822697007,-0.6364176163018996,30,75,81
-1.2168309309938017,-2.4017259575702803,-0.45525783253700114,37,55,82
-1.0715578586283643,-2.4737145577331483,-0.4754804906337625,53,65,76
-1.338631580902363,-2.5491574307706055,-0.15800560221853582,22,60,85
-0.9686827598389669,-2.3202265933284414,-0.1715698047637532,60,61,78
-1.3080240367685625,-2.495444842094183,-0.45074491409333334,42,67,77
-1.1156069786379288,-2.5117552724980663,-0.6243608156771522,39,76,76
-1.540829226736,-2.4203609954899417,-0.23009324074686252,35,63,76
-0.9682776278977997,-2.5250086320077045,-0.48565535126900233,30,65,82
-1.634485334894684,-2.3687544971273464,-0.6462559378840542,57,56,78
-1.6155573344400331,-2.5672287277163193,-0.5527434606752882,48,65,78
-1.3270740062293815,-2.3235782467885757,-0.6254976767333574,36,56,83
-1.3874964342258274,-2.547410818847068,-0.2521358604104821,40,58,75
-1.4420717334875202,-2.521271009452636,-0.394507181463113,49,69,82
-1.6748943433659733,-2.2861283706545428,0.4512294481555533,13,60,25
-1.1815081869162178,-2.3619799103766903,0.05270935712089991,25,70,16
-0.5338645506013038,-2.2526981836651987,0.10486498437050149,31,55,22
-1.8138594306978923,-2.1223706732621244,0.6717176057426658,40,64,16
-0.6867022790772566,-2.17708836954509,-0.48815970825667865,2,61,20
-1.5344253739214135,-2.3678579077388187,0.7213416135501812,26,65,22
-1.132285078772374,-2.298697608671439,-0.7742872563287343,17,57,21
-1.2426718351880517,-2.163117790998373,0.023927888459157855,26,80,18
-1.4221046775128063,-2.15885786735058,0.537191161322652,17,59,17
-0.7515049880434317,-2.1688488560374997,0.48406078612368764,27,59,22
-1.163280003090873,-2.390073411147954,0.7334384641174675,28,58,24
-1.6714570170533132,-2.31868681645994,-0.2814943257541153,25,57,19
-1.1840098789244828,-2.372553183306178,0.7406028935767892,28,80,17
-0.7870964024959591,-2.259901378920231,0.5623957623328296,25,60,22
-1.8865841281436133,-2.370168125408591,-0.2802259791739308,12,78,23
-0.9885482098716524,-2.116859016310514,-0.6156113373707119,6,77,25
-0.8279806492109175,-2.295060578462914,0.23763443134320864,22,79,17
-1.2928703200798375,-2.258476067593548,-0.31384472207504227,27,80,15
-0.8745929276978464,-2.3293037913023285,0.613898580141797,10,55,23
-0.5083031175613864,-2.2038823908475673,0.08926555923367245,23,65,20
-0.9802251525824702,-2.1733651058369836,-0.6505666152015372,19,78,16
-1.4855483845356656,-2.3895588175856095,0.7521321785577232,19,65,25
-1.4574507771894216,-2.264518182429769,-0.6190478578720346,22,70,19
-1.6067535121001715,-2.3656575241740097,0.3362668122681854,37,64,22
-1.1253245236059306,-2.2466910883140327,-0.37815583921172513,11,71,17
-1.0550111613922526,-2.167525873003816,0.6604405634380215,18,79,20
-1.9441682819799335,-2.3474570915012922,0.08882348436512531,21,63,17
-1.758887058598894,-2.3498742024102164,-0.12177064465912064,24,80,22
-1.5712807679519871,-2.3958555244241113,-0.0508223450790446,34,60,22
-1.4042821767291132,-2.15039372353974,-0.2986997672728935,16,75,21
-0.217871548398995,-2.2762509319144946,-0.7146789551649763,17,77,23
-1.3313508956125026,-2.108896237107741,0.03546026375275575,37,72,18
-0.7946145429601981,-2.2985596359706313,-0.7703020189643461,40,73,20
-1.0849195269091363,-2.112865792711824,0.04903997846636679,9,77,17
-2.0109801275137573,-2.3858930813639594,0.6473012583184656,1,62,23
-0.5874207900067523,-2.2412676191495504,0.3444287429683473,33,59,22
-0.717148811007119,-2.0939508788016394,0.47503828888519756,23,59,19
-1.0045667474154116,-2.398586452581001,0.30916363999924834,6,62,22
-1.941736382206153,-2.2614179118969853,-0.15093709711989875,25,63,20
-1.1811543013943038,-2.3269170962958174,-0.12384484577568136,7,79,23
-0.9960956396476662,-2.324018867197811,-0.28364199659730804,8,72,17
-1.0775967249005238,-2.0953423445635795,0.6328508398218029,27,64,15
-0.805189825463028,-2.1217685136905744,0.3135383979891799,28,66,23
-1.9906570902550729,-2.144153402164948,0.07136845751135383,32,57,18
-1.125452457929172,-2.281385017816485,0.09427089752473163,27,56,22
-0.9573586779476327,-2.3608831273659554,0.10111247848926407,17,77,24
-0.42558398567194533,-2.1681271610080466,-0.1387022782879335,0,65,15
-0.255812831614466,-2.2667000357545413,-0.7860119287848333,13,72,21
-1.0845229538152796,-2.089608734907289,-0.06213270379336712,34,60,23
-0.7525876042050212,-2.3770836711012793,0.39372573090496915,9,80,19
-1.2037262098572352,-2.0915687303215593,0.17963799303984712,11,72,20
-1.7018076989795419,-2.317015614427805,-0.003112420152689145,3,67,24
-1.7438337962694634,-2.089648316193666,-0.5097810169317014,35,69,23
-0.1515392353470252,-2.182832840547526,-0.7507518511227593,3,77,25
-1.7971819982048942,-2.2924116221109694,-0.08527867336649682,23,62,19
-1.4741922795581095,-2.3404618751210884,0.07693278750009434,22,71,17
-0.479516680040658,-2.209078307711971,-0.7294733493028148,31,79,25
-0.4417135887284151,-2.2235292860786235,-0.287458568591217,34,59,18
-1.4335172179453608,-2.3408656273341752,0.6361004328063752,12,63,17
-1.2555787882862115,-2.2898099505324283,-0.15488513880402935,27,56,20
-0.5257501549676341,-2.1315772859544104,0.07767428418226752,7,63,24
-1.0856483701392337,-2.1826616876382654,0.02114006608144397,24,67,22
-0.8841567037790315,-2.190758304089692,0.6941740725072093,11,71,24
-0.13681569505482075,-2.392581274228677,-0.7417248796648024,37,74,15
-2.0317272415334915,-2.092063108913224,0.5799869485809885,25,76,24
-1.3442251698346164,-2.255447699567597,0.3935008970088475,34,66,17
-0.4293521500496953,-2.1883177507154357,0.07189015798024113,20,69,15
-0.54933092891548,-2.359031910741373,-0.7256390591523026,37,65,16
-0.14077001683066245,-2.2106654614524843,0.7827530530044874,18,74,15
-0.36130625028671853,-2.117144201673503,0.294412991621337,4,67,25
-0.7032597277109933,-2.330678214778337,0.4233779634088432,37,56,25
-1.3315918805953615,-2.304684373591718,0.559050234977725,5,59,15
-1.3812980293015626,-2.177016837678999,0.5801006058400511,11,61,21
-0.5150313354794569,-2.3636981747977837,-0.060878857659072944,22,80,20
-1.2413820467249472,-2.126886133259883,-0.6361006614228351,12,61,19
-1.8511350556377482,-2.2518711934197673,-0.6641646624943399,5,74,21
-1.520903212932858,-2.09237403067079,-0.6245570159518671,27,69,22
-2.004573934003564,-2.248283026689575,-0.26527357469240537,31,75,18
-1.6898832889108952,-2.14341606070506,-0.39364996385548745,36,68,20
-0.8470915320650816,-2.380930984446891,0.10260403482244779,5,65,16
-0.3372068927581669,-2.279354571010043,-0.3978739879322757,32,79,15
-0.33948499796661286,-2.189610249109696,0.16740081898195788,11,78,22
-0.5194121221184478,-2.286847676511312,0.735174797601294,0,55,22
-0.8424304841635363,-2.1820330467965627,0.7824280205431513,14,59,15
-0.28688816722194765,-2.3452664029997616,0.24148804213577815,29,68,23
-0.1951356905048115,-2.3944976692631466,0.8422912406522048,32,68,19
-0.9074613684830272,-2.0909895864169115,0.3848911931074223,17,64,17
-1.6410149808392318,-2.3121005282346223,0.2135844588670843,13,69,19
-0.3536676123928744,-2.099261010519942,-0.34255914041582336,14,67,22
-1.24642951087916,-2.134807613649545,0.47103202975080866,9,69,20
-1.8920242978119375,-2.208112241379476,0.4900534174319509,20,73,22
-1.2702008431278913,-2.275410497069264,-0.4242486249965031,40,78,20
-1.1234052657990297,-2.232014632786193,-0.7177469094717877,27,72,23
-1.1955283886717178,-2.1029000138849967,0.6520677107086439,14,67,15
-1.4424745899170084,-2.118351681371291,-0.49725490136965483,7,56,18
-1.0876444580696025,-2.1680705010455563,-0.547807798742966,27,65,18
-0.3972620942553775,-2.227276064133903,-0.052156444704060986,30,63,16
-1.1624219830923554,-2.092970335915668,-0.3530766714082323,37,70,25
-0.9248503309597172,-2.259447459022662,0.541037426707734,27,63,19
-1.3498961913478573,-2.3017507112388103,0.014439966109785877,22,60,24
2.152341679537972,-0.6088799642353122,0.3492583647709322,3,72,24
2.227195248526513,-0.39310368111850946,1.0967697945536519,40,59,23
0.7148822920327262,-0.543251656688798,-0.002429209897717615,33,73,23
