district,paddyType,season,quantity,price
Monaragala,Nadu,Maha,569,117
Monaragala,Samba,Maha,2851,135
Monaragala,Samba,Yala,2246,124
Monaragala,Nadu,Maha,3733,117
Monaragala,Nadu,Yala,614,103
Monaragala,Keeri Samba,Yala,924,128
Monaragala,Keeri Samba,Maha,3294,146
Monaragala,Nadu,Maha,1764,112
Monaragala,Keeri Samba,Yala,2265,137
Monaragala,Nadu,Yala,2748,104
Monaragala,Samba,Maha,2417,127
Monaragala,Keeri Samba,Maha,4531,141
Monaragala,Keeri Samba,Maha,2261,143
Monaragala,Nadu,Maha,1843,113
Monaragala,Keeri Samba,Maha,2977,141
Monaragala,Keeri Samba,Maha,526,146
Monaragala,Samba,Maha,3930,137
Monaragala,Nadu,Yala,4658,106
Monaragala,Samba,Maha,3968,130
Monaragala,Samba,Maha,3849,134
Monaragala,Keeri Samba,Yala,3410,131
Monaragala,Samba,Maha,3079,135
Monaragala,Nadu,Maha,1628,109
Monaragala,Keeri Samba,Yala,4071,136
Monaragala,Nadu,Yala,1668,101
Monaragala,Samba,Maha,4719,133
Monaragala,Nadu,Maha,1424,107
Monaragala,Keeri Samba,Maha,3921,141
Monaragala,Keeri Samba,Maha,2416,144
Monaragala,Samba,Yala,2082,121
Monaragala,Samba,Yala,2877,122
Monaragala,Nadu,Maha,1253,110
Monaragala,Nadu,Maha,2204,112
Monaragala,Keeri Samba,Maha,1364,143
Monaragala,Nadu,Maha,3707,109
Monaragala,Nadu,Yala,591,99
Monaragala,Samba,Maha,1044,128
Monaragala,Samba,Yala,642,126
Monaragala,Nadu,Maha,556,110
Monaragala,Samba,Maha,1446,133
Monaragala,Keeri Samba,Maha,868,146
Monaragala,Keeri Samba,Yala,3710,135
Monaragala,Nadu,Maha,2782,117
Monaragala,Keeri Samba,Maha,3082,144
Monaragala,Samba,Maha,4727,130
Monaragala,Nadu,Yala,1894,98
Monaragala,Nadu,Yala,3255,102
Monaragala,Nadu,Maha,1107,110
Monaragala,Keeri Samba,Maha,3172,147
Monaragala,Keeri Samba,Yala,3507,133
Monaragala,Keeri Samba,Yala,4733,134
Monaragala,Samba,Maha,1111,136
Monaragala,Samba,Maha,2215,134
Monaragala,Samba,Maha,2181,127
Monaragala,Nadu,Maha,2256,117
Monaragala,Samba,Maha,710,133
Monaragala,Nadu,Maha,2385,109
Monaragala,Keeri Samba,Yala,2882,130
Monaragala,Samba,Yala,1827,127
Monaragala,Nadu,Yala,3532,97
Monaragala,Keeri Samba,Yala,3876,135
Monaragala,Keeri Samba,Maha,1183,146
Monaragala,Samba,Yala,3147,122
Monaragala,Keeri Samba,Maha,2144,139
Monaragala,Nadu,Yala,3501,101
Monaragala,Keeri Samba,Yala,2030,132
Monaragala,Samba,Yala,1608,120
Monaragala,Samba,Maha,964,133
Monaragala,Keeri Samba,Yala,3691,133
Monaragala,Nadu,Maha,648,112
Monaragala,Samba,Yala,1086,117
Monaragala,Samba,Yala,2253,125
Monaragala,Keeri Samba,Yala,2424,135
Monaragala,Keeri Samba,Yala,2780,129
Monaragala,Keeri Samba,Maha,3269,147
Monaragala,Nadu,Maha,1251,110
Monaragala,Samba,Maha,4703,134
Monaragala,Keeri Samba,Yala,1379,137
Monaragala,Nadu,Maha,3772,115
Monaragala,Keeri Samba,Maha,2617,142
Monaragala,Keeri Samba,Yala,3520,128
Monaragala,Keeri Samba,Yala,4826,137
Monaragala,Keeri Samba,Yala,2098,127
Monaragala,Samba,Maha,3059,135
Monaragala,Nadu,Yala,2700,97
Monaragala,Nadu,Yala,3907,98
Monaragala,Keeri Samba,Yala,3868,127
Monaragala,Nadu,Maha,2858,112
Monaragala,Samba,Yala,3875,121
Monaragala,Samba,Maha,4501,133
Monaragala,Keeri Samba,Maha,4477,144
Monaragala,Samba,Maha,4203,127
Monaragala,Samba,Yala,4318,121
Monaragala,Nadu,Yala,3269,104
Monaragala,Samba,Yala,3149,123
Monaragala,Keeri Samba,Yala,2555,128
Monaragala,Keeri Samba,Yala,2359,137
Monaragala,Samba,Maha,3459,135
Monaragala,Keeri Samba,Yala,645,132
Monaragala,Samba,Yala,1020,121
Monaragala,Keeri Samba,Yala,1056,134
Monaragala,Samba,Maha,1636,134
Monaragala,Keeri Samba,Yala,4761,135
Monaragala,Keeri Samba,Maha,2098,139
Monaragala,Samba,Maha,4800,127
Monaragala,Samba,Yala,3844,120
Monaragala,Nadu,Yala,3190,103
Monaragala,Samba,Yala,3319,127
Monaragala,Nadu,Yala,3266,102
Monaragala,Nadu,Maha,3186,113
Monaragala,Samba,Maha,4120,131
Monaragala,Nadu,Yala,3158,104
Monaragala,Nadu,Yala,3071,107
Monaragala,Nadu,Maha,919,111
Monaragala,Keeri Samba,Maha,2689,137
Monaragala,Samba,Yala,1605,127
Monaragala,Nadu,Maha,1924,114
Monaragala,Keeri Samba,Maha,1806,142
Monaragala,Samba,Yala,3366,125
Monaragala,Samba,Yala,1184,118
Monaragala,Nadu,Yala,791,98
Monaragala,Keeri Samba,Maha,2528,138
Monaragala,Keeri Samba,Yala,1548,137
Monaragala,Samba,Maha,1169,135
Monaragala,Samba,Yala,4938,123
