district,paddyType,season,quantity,price
Kandy,Nadu,Maha,3324,114
Kandy,Keeri Samba,Yala,4771,138
Kandy,Keeri Samba,Yala,3490,132
Kandy,Samba,Yala,4456,124
Kandy,Samba,Maha,4739,136
Kandy,Samba,Maha,2436,138
Kandy,Nadu,Yala,2713,106
Kandy,Keeri Samba,Maha,4708,139
Kandy,Samba,Yala,3688,119
Kandy,Samba,Yala,720,124
